doc_id,sentence_id,sentence_text,sentence_text_translated
10,10_1,"Keluarnya gumpalan darah dari vagina dapat disebabkan oleh : pertanda menstruasi normal penyakit yang menyebabkan kelainan menstruasi: PCOS, kista ovarium, mioma uteri, kelainan tiroid kanker serviks. ","The discharge of blood clots from the vagina can be caused by: Normal menstrual signs of diseases that cause menstrual disorders: PCOS, ovarian cysts, uterine myoma, thyroid abnormalities of cervical cancer."
10,10_2,"Untuk memastikan penyebabnya, disarankan untuk memeriksakan langsung dengan dokter spesialis kandungan. ","To ascertain the cause, it is recommended to check directly with a specialist obstetrician."
10,10_3,"Dokter akan melakukan pemeriksaan jalan lahir, pemeriksaan USG kandungan, dan dalam beberapa kasus tertentu pemeriksaan darah untuk memastikan masalah medis Anda. ","The doctor will conduct a birth canal examination, an ultrasound examination, and in certain cases blood tests to ascertain your medical problems."
10,10_4,"Jika gumpalan kembali muncul, dan keluar dari liang vagina maka disarankan untuk di masukkan ke dalam wadah kosong untuk diperiksa oleh dokter kandungan.","If the lumps reappear, and exit the vagina then it is recommended to be inserted into an empty container to be examined by the obstetrician."
11,11_0,"Halo, terima kasih  atas pertanyaannya. ","Hello, thank you for the question."
11,11_1,Asma  termasuk golongan penyakit atopik yang belum bisa disembuhkan total dan bisa terus kambuh - kambuhan jika faktor risikonya tidak dimanagemen dengan baik. ,Asthma is a group of atopic diseases that cannot be completely cured and can continue to recur if the risk factors are not well managed.
11,11_2,"Penyakit ini kerap ditandai dengan sesak, mengi, dan juga batuk. ","This disease is often characterized by tightness, wheezing, and also coughing."
11,11_3,"Kekambuhan asma seringnya dicetuskan oleh stres, kelelahan, paparan alergen dan substansi udara tertentu, refluks asam lambung, infeksi pernafasan, dan konsumsi obat tertentu. ","Asthma recurrence is often triggered by stress, fatigue, exposure to certain allergens and substances, stomach acid reflux, respiratory infections, and consumption of certain drugs."
11,11_4,"Obat asma  yang Anda sebutkan mengandung bahan aktif budesonide dan formoterol fumarate, yakni suatu obat golongan kortikosteroid dan agonis beta 2 aksi panjang yang bisa digunakan untuk meredakan serangan asma dan mengontrol asma agar tidak sering kambuh. ","The asthma drug that you mentioned contains active ingredients Budesonide and Formoterol fumarate, which is a corticosteroid and beta 2 agonist drug that can be used to relieve asthma attacks and control asthma so that it does not recur."
11,11_5,"Obat ini digunakan dengan cara disemprot, yakni : Lepaskan dahulu tutup kemasan, tari inhaler ke atas. ","This drug is used by spraying, namely: Remove the packaging lid first, the inhaler dance up."
11,11_6,Putar inhaler ke kanan dan ke kiri dengan cepat hingga terdengar suara klik. ,Turn the inhaler to the right and left quickly until the sound of clicks sound.
11,11_7,Buang napas Anda. ,Take your breath.
11,11_8,"Letakkan inhaler di mulut Anda, sembari menyondongkan kepala sedikit ke belakang. ","Place the inhaler in your mouth, leaning your head slightly back."
11,11_9,Semprotkan inhaler lalu isap dengan menarik napas kuat dan dalam. ,Spray the inhaler then suction by taking a strong and deep breath.
11,11_10,Apakah Anda sudah melakukan langkah di atas secara tepat?,Have you done the above steps correctly?
11,11_11,"Jika sudah, semestinya obat telah berhasil masuk ke tubuh Anda secara benar. ","If so, the drug should have made it into your body properly."
11,11_12,Hal ini ditandai dengan serangan asma yang mereda dan kekambuhannya yang bisa diminimalisasi. ,This is indicated by an asthma attack that subsides and its recurrence that can be minimized.
11,11_13,"Akan tetapi, jika tetap saja asma Anda tidak membaik, tidak ada salahnya Anda kembali periksa ke dokter atau  dokter paru  agar dievaluasi apa penyebabnya, lantas ditangani dengan tepat.","However, if still your asthma does not improve, it never hurts you to go back to the doctor or lung doctor to be evaluated what causes it, then handled properly."
12,12_0,Hai. ,Hi.
12,12_1,"Keluhan yang dialami oleh suami Anda dapat diakibatkan oleh berbagai kemungkinan penyebab seperti:   bronkhitis, Tuberkulosis / TBC,   Pleuritis  (radang selaput paru),   Penyakit asam lambung,   Gangguan jantung ( gagal jantung,  serangan jantung )   dan sebagainya. ","Complaints experienced by your husband can be caused by various possible causes such as: bronchitis, tuberculosis / tuberculosis, pleuritis (inflammation of the lining of the pulmonary), gastric acid disease, heart disorders (heart failure, heart attack) and so on."
12,12_2,"Untuk memastikan penyebabnya diperlukan pemeriksaan lebih lanjut oleh dokter , yaitu meliputi pemeriksaan fisik untuk memeriksa kondisi paru - paru dan jantung, serta pemeriksaan penunjang seperti tes darah, X - Ray, EKG dan sebagainya. ","To ascertain the cause of further examination by a doctor, which includes physical examination to check the condition of the lungs and heart, as well as supporting examinations such as blood tests, X -Ray, ECG and so on."
12,12_3,Oleh sebab itu jika keluhan terus berlanjut sebaiknya suami Anda berkonsultasi dengan dokter untuk menelusuri penyebabnya dan mendapatkan penanganan yang tepat sesuai kondisi. ,"Therefore, if the complaint continues, your husband should consult a doctor to trace the cause and get the right treatment according to the conditions."
12,12_4,Berikut anjuran yang dapat dilakukan:   Istirahat dan tidur yang cukup. ,The following suggestions can be done: adequate rest and sleep.
12,12_5,Makan secara teratur dengan gizi seimbang. ,Eat regularly with balanced nutrition.
12,12_6,"Hindari jenis makanan yang terlalu asam, pedas, berlemak, atau makanan yang digoreng. ","Avoid foods that are too sour, spicy, fatty, or fried foods."
12,12_7,Jangan langsung berbaring setelah makan   Berkumur dengan air hangat yang diberi sedikit garam akan membantu melembabkan tenggorokan dan meredakan batuk. ,Do not lie down after eating gargling with warm water that is given a little salt will help moisturize the throat and relieve coughing.
12,12_8,Batasi aktivitas berat yang berlebihan. ,Limit excessive heavy activity.
12,12_9,Kelola stres dengan bijak. ,Manage stress wisely.
12,12_10,Baca laman artikel berikut ini: Batuk - batuk Penyebab nyeri dada sebelah kanan. ,Read the following article page: Cough - Cough the cause of the right chest pain.
12,12_11,Demikian semoga bermanfaat. ,So hopefully useful.
12,12_12,"Salam, dr Muliani Sukiman.","Salam, Dr. Muliani Sukiman."
13,13_0,"Halo Nolaa, terima kasih  atas pertanyaannya untuk Alodokter. ","Hello Nolaa, thank you for the question for Alodokter."
13,13_1,Pemeriksaan kehamilan dengan menggunakan testpack memang sebaiknya dilakukan saat sudah terjadi keterlambatan menstruasi. ,Pregnancy examination using a testpack should indeed be done when there has been a delay in menstruation.
13,13_2,"Bila siklus menstruasi anda biasanya terjadi setiap 28 hari, maka perkiraan siklus menstruasi anda di bulan Desember adalah tanggal 20 Desember. ","If your menstrual cycle usually occurs every 28 days, then your menstrual cycle estimate in December is December 20th."
13,13_3,"Bila anda belum mengalami menstruasi hingga tanggal 21 Desember, anda dapat melakukan testpack dengan menggunakan kencing pertama di pagi hari agar hasil yang didapat lebih akurat. ","If you have not experienced menstruation until December 21, you can do a testpack using the first urine in the morning so that the results obtained are more accurate."
13,13_4,"Bila anda memperoleh hasil positif, maka anda tidak perlu mengulang pemeriksaan karena 99% hasil tersebut adalah benar. ","If you get positive results, then you don't need to repeat the examination because 99% of these results are true."
13,13_5,"Bila anda mendapat hasil negatif, maka anda dapat mengulang pemeriksaan 3-7 hari setelah pemeriksaan tersebut bila belum juga mendapat menstruasi. ","If you get negative results, then you can repeat the examination 3-7 days after the examination if you have not yet received menstruation."
13,13_6,"Bila hasilnya tetap negatif, berarti anda tidak sedang hamil. ","If the results remain negative, it means you are not pregnant."
13,13_7,Melakukan hubungan seksual dengan penetrasi (memasukkan penis ke vagina) tetap memiliki risiko kehamilan. ,Sexual intercourse with penetration (inserting a penis into the vagina) still has a risk of pregnancy.
13,13_8,"Cairan pre - ejakulat pria atau cairan bening yang keluar dari penis saat penis mengalami ereksi atau saat mengalami stimulasi seksual, kadang dapat mengandung sperma yang hidup, sehingga meskipun kemungkinannya sangat kecil, cairan pre - ejakulat yang keluar di dalam vagina tetap dapat menyebabkan kehamilan. ","Pre -male ejaculate or clear liquid that comes out of the penis when the penis experiences an erection or when experiencing sexual stimulation, sometimes it can contain live sperm, so that even though the possibility is very small, the pre -ejaculat fluid that comes out in the vagina can still cause pregnancy."
13,13_9,"Bila anda dan pasangan memang tidak menghendaki terjadinya kehamilan, sebaiknya anda dan pasangan mempertimbangkan penggunaan alat kontrasepsi untuk mencegah kehamilan. ","If you and your partner do not want pregnancy, you and your partner should consider using contraceptives to prevent pregnancy."
13,13_10,Diskusikan dengan bidan atau dokter kandungan untuk pemilihan alat kontrasepsi yang paling sesuai untuk anda dan pasangan anda. ,Discuss with the midwife or obstetrician for the selection of contraception that is most suitable for you and your partner.
13,13_11,Berikut ini adalah artikel yang dapat anda baca terkait  cara memilih alat kontrasepsi. ,The following are articles that you can read related to how to choose contraception.
13,13_12,"Sekian informasi dari saya, semoga bermanfaat   dr Irna Cecilia.","So much information from me, hopefully useful from Irna Cecilia."
14,14_0,"Halo, Terima kasih atas pertanyaannya. ","Hello, thank you for the question."
14,14_1,"Ya, kehamilan dapat terjadi jika hubungan badan dilakukan setelah menstruasi. ","Yes, pregnancy can occur if intercourse is done after menstruation."
14,14_2,Kehamilan dapat terjadi  ketika sel sperma pria bertemu dengan sel telur wanita. ,Pregnancy can occur when male sperm cells meet with female eggs.
14,14_3,Sel telur  yang baru mulai berkembang dalam ovarium atau indung telur saat dimulainya menstruasi. ,Egg cells that are just starting to develop in the ovary or ovaries at the start of menstruation.
14,14_4,"Setelah matang, sel telur ini dilepaskan dari ovarium dan menuju saluran telur atau tuba falopi pada saat masa subur. ","Once cooked, this egg is released from the ovary and to the fallopian or fallopian tubes during the fertile period."
14,14_5,Pembuahan harus terjadi dalam waktu 24 jam setelah telur dilepaskan. ,Fertilization must occur within 24 hours after the egg is released.
14,14_6,"Bila pada saat ini terjadi hubungan seksual dan sperma masuk ke dalam vagina dan rahim, sperma dapat bertemu dan membuahi sel telur ini, dan kehamilan dapat terjadi. ","If at this time sexual intercourse and sperm occur into the vagina and uterus, sperm can meet and fertilize this egg, and pregnancy can occur."
14,14_7,Siklus menstruasi yang normal berkisar antara 21-35 hari yang dihitung dari hari pertama menstruasi sampai dengan hari pertama menstruasi berikutnya. ,The normal menstrual cycle ranges from 21-35 days which are calculated from the first day of menstruation until the first day of the next menstruation.
14,14_8,Masa subur  dihitung berdasarkan siklus menstruasi setiap bulannya. ,The fertile period is calculated based on the menstrual cycle each month.
14,14_9,Umumnya masa subur wanita adalah 12 â€“ 16 hari sebelum hari pertama menstruasi berikutnya. ,Generally the fertile period of women is 12 - 16 days before the first day of the next menstruation.
14,14_10,"Tetapi, hal ini berlaku untuk wanita yang memiliki siklus menstruasi 28 hari. ","However, this applies to women who have a 28 -day menstrual cycle."
14,14_11,Bagaimanakah siklus menstruasi pasangan Anda?,What is your partner's menstrual cycle?
14,14_12,Hal ini berguna untuk menentukan masa suburnya. ,This is useful for determining the fertile period.
